id,age,job,marital,education,default,amount,housing
662,26,unemployed,single,secondary,no,340,no
663,57,blue-collar,married,primary,no,249,yes
664,32,services,married,primary,no,197,yes
665,49,technician,married,secondary,yes,410,no
666,40,blue-collar,divorced,primary,no,71,yes
667,55,management,married,unknown,no,3122,no
668,54,retired,married,primary,no,1156,no
669,29,management,single,tertiary,no,-233,yes
670,42,admin.,married,secondary,no,534,yes
671,26,unknown,single,secondary,no,3247,no
672,47,admin.,married,secondary,no,452,no
673,38,blue-collar,married,primary,no,580,yes
674,32,services,divorced,secondary,no,454,yes
675,36,management,single,tertiary,no,317,no
676,32,technician,single,secondary,no,471,yes
677,36,management,married,tertiary,no,612,no
678,34,admin.,married,secondary,no,4902,yes
679,45,self-employed,married,tertiary,no,510,no
680,29,admin.,single,tertiary,no,14,no
681,25,management,single,tertiary,no,1348,yes
682,40,management,married,secondary,no,408,yes
683,27,unemployed,single,secondary,no,92,yes
684,51,blue-collar,divorced,unknown,no,10287,yes
685,52,technician,married,secondary,no,371,yes
686,59,blue-collar,married,secondary,no,681,yes
687,58,blue-collar,married,primary,no,1406,yes
688,51,housemaid,married,primary,no,2499,no
689,44,management,single,tertiary,no,0,no
690,36,admin.,married,secondary,no,68,yes
691,66,housemaid,married,primary,no,1230,no
692,33,services,single,secondary,no,1646,yes
693,29,blue-collar,married,secondary,no,577,yes
694,45,blue-collar,married,secondary,no,640,yes
695,34,management,married,secondary,no,-285,yes
696,32,services,single,unknown,no,2378,no
697,58,admin.,married,unknown,no,4318,no
698,33,management,single,tertiary,no,191,no
699,54,technician,married,tertiary,no,98,no
700,34,admin.,married,secondary,no,1655,yes
701,37,housemaid,married,secondary,no,449,yes
702,52,housemaid,married,primary,no,3283,no
703,26,blue-collar,married,primary,no,-219,yes
704,34,admin.,single,secondary,no,607,no
705,62,blue-collar,married,secondary,no,272,no
706,30,admin.,married,secondary,no,8781,yes
707,33,management,married,tertiary,no,3090,yes
708,33,technician,married,secondary,no,2376,no
709,52,management,single,tertiary,no,1727,no
710,57,management,married,tertiary,no,0,yes
711,50,blue-collar,married,secondary,no,325,yes
712,27,management,single,tertiary,no,498,yes
713,30,blue-collar,married,secondary,no,173,yes
714,52,blue-collar,married,secondary,no,782,yes
715,35,technician,single,unknown,no,726,yes
716,25,self-employed,single,unknown,no,1179,no
717,42,entrepreneur,divorced,tertiary,no,367,yes
718,43,admin.,married,secondary,no,24,yes
719,31,self-employed,single,tertiary,no,17924,yes
720,36,entrepreneur,married,tertiary,no,84,no
721,27,blue-collar,single,secondary,no,23,no
722,53,self-employed,married,tertiary,no,837,no
723,39,housemaid,married,secondary,no,1444,no
724,22,student,single,secondary,no,2589,yes
725,53,housemaid,single,primary,no,80,no
726,26,technician,single,secondary,no,1275,yes
727,54,blue-collar,married,secondary,no,175,yes
728,64,management,married,tertiary,no,3951,no
729,38,technician,single,tertiary,no,378,yes
730,24,student,single,secondary,no,493,yes
731,50,entrepreneur,married,tertiary,no,-168,yes
732,46,unknown,married,primary,no,285,no
733,39,admin.,single,secondary,no,2040,yes
734,36,services,married,secondary,no,3740,yes
735,40,management,single,secondary,no,269,no
736,54,entrepreneur,married,tertiary,no,651,yes
737,45,admin.,single,secondary,no,597,no
738,25,student,single,secondary,no,14657,yes
739,46,management,married,secondary,no,4105,yes
740,43,admin.,married,primary,no,314,yes
741,32,self-employed,married,secondary,no,329,yes
742,45,technician,married,secondary,no,2403,no
743,49,technician,single,unknown,no,443,no
744,25,blue-collar,single,secondary,no,0,no
745,50,management,married,tertiary,no,1477,yes
746,31,management,married,tertiary,no,-513,no
747,30,technician,divorced,secondary,no,2262,yes
748,46,admin.,single,secondary,no,1693,yes
749,39,blue-collar,married,primary,no,7685,yes
750,41,management,single,tertiary,no,0,yes
751,51,technician,married,secondary,no,580,yes
752,36,management,married,tertiary,no,928,yes
753,33,technician,married,secondary,no,1844,yes
754,35,admin.,single,tertiary,no,2622,no
755,29,admin.,married,secondary,no,-211,yes
756,33,blue-collar,single,secondary,no,56,yes
757,34,admin.,married,tertiary,no,798,yes
758,40,admin.,single,secondary,no,985,yes
759,45,entrepreneur,married,primary,no,1953,yes
760,38,self-employed,single,tertiary,no,1612,yes
761,25,admin.,married,unknown,no,349,yes
762,41,management,married,secondary,no,0,no
763,48,blue-collar,married,secondary,no,101,no
764,47,technician,single,unknown,no,-213,yes
765,32,services,single,secondary,no,1659,yes
766,46,technician,single,secondary,no,874,no
767,38,services,married,secondary,no,2600,no
768,52,retired,married,secondary,no,5423,no
769,34,blue-collar,married,secondary,no,528,yes
770,26,management,single,tertiary,no,2356,yes
771,47,blue-collar,married,primary,no,-406,no
772,37,admin.,married,unknown,no,734,yes
773,36,admin.,single,secondary,no,115,no
774,46,management,married,tertiary,no,144,no
775,53,retired,married,tertiary,no,183,yes
776,51,technician,married,secondary,no,220,yes
777,41,blue-collar,married,primary,no,2585,no
778,41,management,married,tertiary,no,60,yes
779,28,management,single,tertiary,no,416,yes
780,38,admin.,married,secondary,no,384,no
781,40,entrepreneur,divorced,secondary,no,1247,yes
782,55,technician,married,secondary,no,517,yes
783,50,technician,married,secondary,no,1093,yes
784,44,blue-collar,single,secondary,no,-212,yes
785,39,technician,married,secondary,no,311,no
786,44,services,married,secondary,no,-63,no
787,56,unemployed,married,secondary,no,1340,no
788,53,housemaid,married,primary,no,70,no
789,51,self-employed,married,secondary,no,921,no
790,43,blue-collar,married,primary,no,197,yes
791,30,blue-collar,married,secondary,no,-202,no
792,43,management,married,tertiary,no,5670,yes
793,52,blue-collar,married,primary,no,4660,no
794,39,admin.,divorced,secondary,no,2679,yes
795,50,management,single,tertiary,no,592,no
796,35,blue-collar,married,primary,no,767,yes
797,47,admin.,divorced,secondary,no,0,no
798,38,technician,single,secondary,no,2751,yes
799,49,management,married,secondary,no,633,no
800,43,unemployed,married,tertiary,no,-7,yes
801,32,services,single,unknown,no,6145,yes
802,29,management,single,tertiary,no,265,no
803,33,technician,married,secondary,no,-805,no
804,37,blue-collar,married,secondary,no,-141,yes
805,44,technician,single,tertiary,no,678,no
806,37,blue-collar,married,primary,no,543,yes
807,59,management,married,tertiary,no,1889,no
808,36,technician,single,secondary,no,0,no
809,59,blue-collar,married,secondary,yes,-918,yes
810,33,self-employed,single,tertiary,no,2155,no
811,34,blue-collar,single,secondary,no,-96,yes
812,55,housemaid,married,primary,no,4,no
813,40,management,married,primary,no,472,yes
814,33,management,single,tertiary,no,76,yes
815,39,services,single,secondary,no,1336,yes
816,34,blue-collar,married,primary,no,170,yes
817,38,admin.,married,secondary,no,1116,yes
818,36,technician,married,secondary,no,23,yes
819,39,entrepreneur,single,secondary,no,829,no
820,32,blue-collar,single,primary,no,1959,no
821,39,admin.,divorced,secondary,no,878,yes
822,26,admin.,single,secondary,no,2509,no
823,31,blue-collar,married,secondary,no,0,yes
824,30,blue-collar,married,secondary,no,913,yes
825,42,admin.,married,unknown,no,756,no
826,28,management,single,tertiary,no,282,yes
827,59,management,married,tertiary,no,5397,no
828,34,technician,married,tertiary,no,100,no
829,27,management,single,tertiary,no,88,no
830,38,blue-collar,single,unknown,no,1146,yes
831,31,management,married,tertiary,no,459,no
832,41,unemployed,married,tertiary,no,1666,no
833,28,technician,single,tertiary,no,372,yes
834,35,technician,single,tertiary,no,303,no
835,34,technician,single,tertiary,no,0,yes
836,37,admin.,married,primary,no,3913,yes
837,46,management,single,tertiary,no,6651,no
838,49,blue-collar,married,tertiary,no,1769,yes
839,28,admin.,single,secondary,no,260,yes
840,37,admin.,married,secondary,no,1314,yes
841,56,admin.,married,secondary,no,95,yes
842,33,self-employed,single,tertiary,no,301,yes
843,59,retired,married,primary,no,1930,no
844,39,services,married,secondary,no,25,yes
845,48,technician,married,secondary,no,720,yes
846,27,admin.,single,secondary,no,13,yes
847,35,management,single,tertiary,no,1496,yes
848,29,blue-collar,married,secondary,no,508,yes
849,33,admin.,married,secondary,no,3519,no
850,50,management,married,tertiary,no,396,no
851,33,admin.,married,secondary,no,13160,no
852,30,unemployed,single,tertiary,no,302,no
853,47,services,married,secondary,no,756,no
854,47,blue-collar,single,secondary,no,57,yes
855,49,blue-collar,married,primary,no,1898,no
856,29,admin.,single,secondary,no,200,yes
857,47,management,married,tertiary,no,1425,no
858,32,blue-collar,divorced,secondary,no,98,yes
859,40,admin.,single,secondary,no,0,yes
860,35,unemployed,single,primary,no,-17,no
861,60,retired,married,primary,no,22018,no
862,45,technician,divorced,tertiary,no,10768,yes
863,35,technician,married,tertiary,no,16,yes
864,30,management,married,tertiary,no,2694,no
865,31,entrepreneur,single,unknown,no,301,yes
866,63,retired,married,primary,no,48,no
867,49,retired,single,unknown,no,332,no
868,47,entrepreneur,married,unknown,no,1481,yes
869,48,blue-collar,married,primary,no,104,no
870,48,blue-collar,married,primary,no,3267,yes
871,54,technician,married,tertiary,no,-800,yes
872,39,management,divorced,tertiary,no,26,no
873,34,entrepreneur,single,secondary,no,0,yes
874,46,management,married,unknown,no,2466,no
875,31,technician,married,secondary,no,660,no
876,45,blue-collar,married,secondary,no,3037,no
877,45,blue-collar,married,primary,no,866,no
878,29,blue-collar,married,secondary,no,43,yes
879,30,management,single,tertiary,no,1456,yes
880,31,technician,married,tertiary,no,-256,yes
881,33,blue-collar,married,secondary,no,0,no
882,34,admin.,married,secondary,no,21,no
883,33,blue-collar,single,secondary,no,264,yes
884,38,technician,divorced,secondary,no,1221,yes
885,46,technician,married,secondary,no,1427,yes
886,34,admin.,single,secondary,no,6979,yes
887,25,technician,divorced,tertiary,no,2317,yes
888,34,services,married,secondary,no,-99,yes
889,30,technician,single,secondary,no,1165,no
890,31,technician,single,tertiary,no,614,no
891,39,blue-collar,married,primary,no,85,yes
892,47,blue-collar,married,primary,no,840,no
893,41,management,single,tertiary,no,1253,no
894,31,technician,married,secondary,no,2363,yes
895,51,blue-collar,married,primary,no,653,yes
896,31,services,single,secondary,no,342,yes
897,39,management,married,tertiary,no,266,yes
898,28,blue-collar,single,secondary,no,1232,yes
899,48,blue-collar,married,secondary,no,-85,yes
900,53,management,divorced,tertiary,no,3158,no
901,38,management,married,tertiary,no,76,yes
902,52,blue-collar,single,secondary,no,510,yes
903,34,management,divorced,tertiary,no,-401,yes
904,38,services,married,secondary,no,8876,no
905,33,admin.,divorced,tertiary,no,777,no
906,59,retired,married,secondary,no,2516,yes
907,41,management,married,tertiary,no,15,yes
908,40,management,single,tertiary,no,0,yes
909,55,retired,married,secondary,no,168,no
910,39,unknown,married,primary,no,6999,no
911,32,admin.,single,tertiary,no,3816,yes
912,52,unemployed,married,secondary,no,-307,no
913,34,technician,married,secondary,no,-346,yes
914,35,admin.,married,secondary,no,725,yes
915,49,admin.,married,secondary,no,0,no
916,28,blue-collar,single,secondary,yes,-871,yes
917,45,technician,married,unknown,no,557,yes
918,46,management,married,tertiary,no,-3,no
919,34,self-employed,single,tertiary,no,36,no
920,46,entrepreneur,married,tertiary,no,954,yes
921,57,management,married,tertiary,no,1631,yes
922,41,management,married,secondary,no,99,yes
923,24,technician,single,secondary,no,1298,no
924,35,technician,divorced,secondary,no,-281,no
925,29,management,married,tertiary,no,1,yes
926,23,technician,single,secondary,no,-782,yes
927,58,management,married,secondary,no,111,no
928,42,admin.,single,primary,no,629,yes
929,50,management,married,secondary,no,3002,no
930,32,services,married,secondary,no,2196,yes
931,31,admin.,single,tertiary,no,1583,yes
932,45,blue-collar,married,primary,no,351,yes
933,58,admin.,married,secondary,no,2747,no
934,42,technician,married,secondary,no,162,yes
935,47,management,single,tertiary,no,0,no
936,37,blue-collar,married,secondary,no,223,yes
937,57,housemaid,married,primary,no,0,no
938,30,blue-collar,married,secondary,no,119,yes
939,47,unknown,married,unknown,no,270,no
940,42,management,divorced,secondary,no,284,no
941,33,technician,married,tertiary,no,5641,no
942,34,blue-collar,single,secondary,no,-603,no
943,37,self-employed,married,primary,no,90,yes
944,28,services,single,secondary,no,2954,yes
945,27,blue-collar,married,secondary,no,72,yes
946,34,technician,married,secondary,no,4,yes
947,37,blue-collar,married,secondary,no,0,no
948,49,blue-collar,married,primary,no,3049,no
949,47,admin.,married,secondary,no,368,no
950,36,technician,single,secondary,no,539,yes
951,58,management,married,tertiary,no,1697,no
952,54,blue-collar,single,unknown,no,6622,no
953,31,unemployed,married,secondary,no,86,yes
954,42,blue-collar,single,unknown,no,961,yes
955,34,self-employed,married,tertiary,no,97,yes
956,51,blue-collar,married,secondary,no,4787,yes
957,50,technician,married,tertiary,no,267,yes
958,30,services,single,secondary,no,268,yes
959,74,retired,divorced,primary,no,166,no
960,33,management,single,tertiary,no,191,no
961,56,blue-collar,married,primary,no,246,yes
962,43,management,married,tertiary,no,1158,yes
963,48,services,married,secondary,no,300,no
964,31,management,single,tertiary,no,288,no
965,58,blue-collar,married,secondary,no,1166,yes
966,37,technician,married,secondary,no,41,no
967,47,blue-collar,married,primary,no,176,yes
968,45,blue-collar,married,secondary,no,54,yes
969,54,blue-collar,married,primary,no,1895,yes
970,28,services,single,secondary,no,3028,yes
971,35,management,single,tertiary,no,250,no
972,27,services,married,secondary,no,379,no
973,56,blue-collar,divorced,secondary,no,166,yes
974,68,retired,married,secondary,no,20723,yes
