id,loan,contact,day,month,duration,campaign,previous,y
590,no,cellular,2,feb,307.6922617,1,0,0
591,yes,cellular,21,jul,320.6134512,1,0,0
592,no,sending _document,26,may,,4,0,1
593,no,telephone,19,nov,460.3217709,4,0,1
594,no,sending _document,20,may,307.5643344,10,0,1
595,no,cellular,24,feb,270.4372676,2,0,0
596,no,cellular,25,aug,251.3282426,12,0,0
597,no,telephone,30,jul,,5,0,1
598,no,cellular,19,aug,,2,0,0
599,no,sending _document,27,may,358.588254,2,0,1
600,no,cellular,21,jul,414.5465173,3,0,1
601,yes,sending _document,17,nov,339.672183,1,0,0
602,no,sending _document,12,may,229.286357,1,0,0
603,no,cellular,29,jan,378.4196324,1,2,0
604,no,cellular,29,jan,232.3589947,1,0,0
605,yes,sending _document,6,jun,301.1063758,4,0,0
606,no,cellular,20,nov,,7,0,0
607,no,sending _document,15,may,328.3616186,3,0,1
608,no,cellular,14,may,,8,0,1
609,no,sending _document,17,jun,,1,0,0
610,no,sending _document,30,may,334.6413101,2,0,0
611,no,cellular,18,may,276.4030464,2,0,0
612,no,cellular,25,jul,338.5644994,10,0,1
613,no,cellular,6,feb,,1,0,0
614,no,cellular,5,feb,282.6400385,3,1,0
615,no,cellular,17,apr,,1,0,0
616,no,sending _document,6,may,290.281767,1,0,0
617,no,cellular,5,aug,,1,0,0
618,no,telephone,3,feb,,3,0,1
619,yes,cellular,18,nov,426.6922326,1,0,0
620,yes,cellular,21,jul,263.6273029,3,0,0
621,no,sending _document,16,may,266.893012,1,0,0
622,no,sending _document,13,may,262.0052297,12,0,0
623,no,cellular,12,may,,1,4,0
624,no,sending _document,14,may,319.6809698,2,0,0
625,yes,cellular,30,jul,253.3650874,2,1,0
626,no,cellular,13,jan,218.6683927,3,0,1
627,no,cellular,4,nov,,1,0,0
628,no,cellular,12,apr,341.0985772,1,0,0
629,yes,cellular,29,jul,224.5989457,3,0,0
630,no,cellular,24,jul,376.2067667,2,0,1
631,yes,cellular,6,feb,479.9633694,1,0,0
632,no,sending _document,27,may,322.0301038,4,0,1
633,no,cellular,7,aug,193.4048975,9,0,1
634,no,telephone,11,jan,261.4480209,2,1,0
635,no,sending _document,5,may,497.8211795,4,0,1
636,no,cellular,13,may,290.5407492,2,0,0
637,no,sending _document,19,may,393.7799451,5,0,1
638,no,sending _document,6,jun,,2,0,0
639,no,cellular,21,jul,360.0918001,4,0,1
640,no,cellular,24,jul,247.4449283,2,0,0
641,no,telephone,11,aug,254.4151103,1,0,0
642,no,cellular,7,jul,135.9343862,1,0,0
643,no,sending _document,8,may,,1,0,1
644,no,sending _document,12,may,371.8587615,1,0,0
645,no,cellular,19,nov,363.9877916,1,0,0
646,no,cellular,23,dec,,2,2,0
647,no,cellular,22,jul,,2,0,0
648,no,cellular,21,nov,227.9320212,3,0,1
649,no,cellular,20,nov,276.7174557,1,0,0
650,yes,cellular,16,jul,361.3805162,11,0,1
651,yes,telephone,7,jul,258.7760776,2,0,0
652,no,cellular,14,may,,2,0,1
653,no,telephone,2,nov,327.0339141,5,3,1
654,no,cellular,2,feb,219.1525266,1,0,0
655,no,cellular,20,nov,257.1093393,1,0,0
656,yes,sending _document,13,may,363.5515581,1,0,0
657,yes,cellular,11,feb,319.8198327,1,2,0
658,no,sending _document,9,may,404.5755227,1,0,0
659,no,cellular,21,aug,340.6920515,2,0,0
660,no,sending _document,14,may,355.9844742,4,0,1
661,yes,cellular,26,jul,395.6450798,1,2,1
662,no,cellular,28,jan,,1,0,0
663,no,sending _document,5,may,437.0831783,1,0,0
664,no,cellular,29,jul,298.8259084,6,0,1
665,no,cellular,27,aug,178.9771052,7,0,0
666,no,cellular,8,may,272.3115744,1,0,0
667,no,cellular,8,jul,,1,0,0
668,no,sending _document,16,jun,,2,0,0
669,no,sending _document,19,may,302.6735023,1,0,0
670,no,sending _document,16,may,315.9401156,2,0,0
671,no,telephone,6,feb,108.0428821,3,0,1
672,no,cellular,15,may,289.8554509,4,0,1
673,no,sending _document,30,may,381.5935898,6,0,1
674,no,cellular,18,jul,252.0612425,1,0,0
675,no,sending _document,16,jun,175.150705,1,0,1
676,no,sending _document,3,jun,305.8726777,2,0,1
677,no,cellular,25,jul,,2,0,0
678,no,cellular,6,may,,1,1,1
679,no,sending _document,6,jun,,2,0,0
680,no,cellular,12,jan,,1,2,0
681,no,sending _document,8,may,354.1934509,1,0,1
682,no,cellular,8,may,325.7532571,1,4,0
683,no,cellular,30,jan,255.266316,4,0,0
684,no,sending _document,29,may,368.8810177,1,0,1
685,yes,cellular,21,apr,496.7128554,2,1,0
686,no,telephone,14,apr,414.3310132,2,0,1
687,no,sending _document,14,may,,3,0,1
688,no,sending _document,12,jun,291.6570738,5,0,1
689,yes,cellular,14,jul,237.9240517,3,0,1
690,yes,sending _document,27,may,418.8310407,1,0,0
691,no,cellular,16,jun,272.2850304,6,3,1
692,no,telephone,7,may,332.8342639,2,0,0
693,no,telephone,17,apr,332.8714735,3,10,0
694,no,cellular,5,may,360.0081691,1,1,0
695,no,cellular,15,may,351.6352945,1,3,0
696,no,cellular,17,nov,,2,0,0
697,no,sending _document,5,jun,238.7748817,2,0,0
698,yes,telephone,9,jul,247.4135365,1,0,0
699,no,cellular,8,aug,,4,0,0
700,no,cellular,28,jul,332.5664392,2,0,0
701,yes,cellular,3,feb,,3,9,1
702,no,sending _document,11,jun,,1,0,0
703,yes,sending _document,15,may,,5,0,1
704,no,cellular,26,apr,,1,3,0
705,no,cellular,11,aug,301.9939446,1,2,1
706,no,cellular,18,nov,344.5828238,1,0,1
707,no,sending _document,21,may,302.1294527,1,0,1
708,no,cellular,7,aug,,3,0,0
709,no,cellular,21,nov,,1,0,0
710,yes,sending _document,20,may,475.3360271,2,0,0
711,no,cellular,17,apr,354.4005731,1,0,0
712,no,cellular,12,may,335.1837713,1,3,1
713,no,sending _document,13,may,360.5888028,1,0,1
714,no,sending _document,5,may,343.0271855,3,0,0
715,no,cellular,5,may,274.041845,1,0,0
716,no,cellular,18,feb,,2,3,0
717,no,cellular,10,jul,396.8148989,1,0,0
718,no,cellular,7,may,332.2561255,4,2,1
719,no,cellular,14,may,258.5464962,1,3,0
720,yes,cellular,15,jul,223.6027478,14,0,0
721,no,cellular,26,feb,,2,0,0
722,no,cellular,27,aug,252.1329298,4,0,1
723,no,telephone,25,jul,231.8536323,8,0,1
724,no,cellular,15,may,229.9455405,1,1,0
725,no,cellular,5,feb,230.8684604,2,0,0
726,no,sending _document,20,jun,295.0388674,9,0,1
727,no,cellular,3,feb,382.271661,4,4,1
728,no,cellular,28,jan,233.6981123,1,1,0
729,no,telephone,21,jul,399.6879483,21,0,0
730,no,cellular,13,may,347.7764997,4,1,1
731,no,cellular,23,jul,326.5244843,2,0,0
732,no,sending _document,11,jun,,2,0,0
733,no,sending _document,2,jun,379.3205023,2,0,1
734,no,cellular,7,apr,330.8377281,1,0,0
735,no,sending _document,5,jun,,1,0,0
736,yes,cellular,22,jul,499.2114229,2,0,0
737,yes,telephone,17,nov,289.7806537,1,0,0
738,no,cellular,12,may,314.0791212,3,0,1
739,no,cellular,15,apr,364.165699,3,2,1
740,yes,sending _document,26,may,561.3091467,1,0,1
741,no,telephone,15,may,335.8248852,4,0,0
742,no,cellular,21,nov,,1,0,0
743,no,sending _document,20,jun,212.3122679,11,0,1
744,no,cellular,23,apr,,1,0,0
745,no,cellular,18,nov,307.0378992,2,0,0
746,yes,cellular,7,jul,,1,0,0
747,no,sending _document,28,may,318.3934276,2,0,0
748,no,cellular,25,jan,,1,1,1
749,no,cellular,14,apr,316.8545762,3,0,0
750,no,cellular,17,jul,301.0705305,7,0,0
751,no,telephone,2,nov,379.7049552,5,0,0
752,no,cellular,20,apr,368.7514245,1,0,0
753,no,sending _document,29,may,340.6086629,3,0,1
754,no,cellular,15,jul,,5,0,0
755,no,cellular,18,may,290.780083,1,0,0
756,no,sending _document,8,may,315.5831143,2,0,0
757,no,cellular,8,mar,366.125658,2,0,1
758,no,cellular,15,apr,308.8450283,3,5,0
759,no,sending _document,15,may,348.6816139,3,0,1
760,no,cellular,8,may,389.3830675,1,0,1
761,no,cellular,22,jul,343.3049787,8,0,1
762,yes,cellular,7,jul,245.8739432,3,0,0
763,no,cellular,14,jul,215.925158,3,0,0
764,no,sending _document,26,may,,1,0,1
765,no,sending _document,30,may,377.3530283,6,0,1
766,no,cellular,19,nov,272.4180279,3,0,1
767,no,sending _document,5,jun,122.5853739,2,0,0
768,yes,cellular,17,nov,278.2224371,1,1,0
769,no,sending _document,21,may,264.4567859,1,0,0
770,no,cellular,23,jul,256.2202551,6,0,0
771,yes,telephone,8,jul,362.7028244,5,0,1
772,no,sending _document,21,may,346.2846559,1,0,0
773,no,cellular,4,may,,3,1,0
774,no,cellular,22,aug,,4,0,0
775,no,sending _document,15,may,447.498477,1,0,0
776,no,sending _document,7,may,,2,0,1
777,no,telephone,20,nov,145.9269561,2,0,0
778,no,cellular,20,nov,320.0673779,2,0,0
779,yes,cellular,17,jul,332.4317686,1,0,0
780,no,cellular,3,feb,,1,0,0
781,no,cellular,2,feb,346.6983789,2,0,0
782,yes,cellular,6,feb,,3,4,1
783,no,sending _document,30,may,427.5775032,1,0,0
784,yes,sending _document,7,may,445.3149333,4,0,0
785,no,cellular,14,aug,,2,0,0
786,no,sending _document,6,jun,198.9401977,2,0,0
787,yes,telephone,30,jul,391.2092302,6,0,0
788,no,cellular,21,aug,228.8359505,8,0,0
789,no,cellular,24,jul,,1,0,0
790,no,cellular,17,nov,373.1365385,2,0,1
791,no,sending _document,27,may,188.8818091,2,0,1
792,no,cellular,20,nov,352.2250963,4,2,1
793,no,cellular,18,aug,,3,0,0
794,yes,sending _document,23,may,,1,0,1
795,no,cellular,8,aug,224.3324981,4,0,0
796,no,sending _document,16,may,332.8425316,2,0,1
797,no,cellular,3,apr,,1,0,0
798,no,sending _document,28,may,292.0206517,1,0,0
799,yes,cellular,29,jul,331.6755151,6,0,1
800,yes,cellular,29,jul,410.6582269,1,0,0
801,no,cellular,14,may,360.88921,1,13,1
802,no,cellular,22,may,,1,0,0
803,no,cellular,7,jul,,2,0,0
804,yes,sending _document,29,may,449.2742035,3,0,1
805,no,cellular,3,feb,217.2243553,1,2,0
806,no,sending _document,21,may,326.3413718,1,0,0
807,no,cellular,21,jul,286.6230913,1,0,0
808,no,cellular,29,aug,,6,0,0
809,no,sending _document,16,jun,464.6072112,2,0,1
810,no,cellular,17,nov,,1,0,0
811,no,sending _document,27,may,258.9756233,2,0,0
812,no,cellular,21,nov,227.9218433,3,0,0
813,no,sending _document,30,may,349.5805507,2,0,0
814,no,sending _document,7,may,,3,0,1
815,no,sending _document,16,jun,303.4178492,1,0,0
816,yes,telephone,17,apr,444.356545,4,7,0
817,yes,sending _document,16,jun,412.4920033,2,0,0
818,no,cellular,8,may,256.4086989,2,1,0
819,no,cellular,5,feb,,1,0,0
820,no,cellular,20,nov,,3,0,0
821,no,cellular,15,may,316.4883781,5,0,0
822,no,cellular,27,may,,3,3,0
823,no,sending _document,2,jun,276.9451334,1,0,0
824,yes,cellular,19,nov,372.6592769,2,0,0
825,no,cellular,14,oct,288.8159999,4,3,1
826,no,sending _document,26,jun,315.5262795,4,0,0
827,no,cellular,23,sep,275.3592703,1,3,0
828,no,cellular,20,aug,,2,0,0
829,no,cellular,4,may,,1,0,0
830,no,sending _document,16,may,302.3634331,1,0,0
831,no,cellular,28,aug,208.5764059,14,0,1
832,no,sending _document,9,jun,249.4002565,3,0,1
833,yes,cellular,15,may,,3,2,1
834,no,cellular,13,aug,,2,0,0
835,no,cellular,17,apr,302.2102103,2,0,0
836,no,sending _document,9,jun,399.2392198,2,0,1
837,no,cellular,22,may,231.732174,1,1,0
838,no,cellular,14,may,311.0597662,2,0,0
839,no,sending _document,7,may,265.8040702,2,0,1
840,no,cellular,8,may,,2,7,1
841,no,cellular,18,may,352.6929904,2,0,0
842,no,cellular,17,apr,278.0809551,1,0,0
843,no,sending _document,11,jun,271.7712068,1,0,0
844,yes,cellular,12,may,482.2653747,1,3,0
845,no,sending _document,8,may,398.9789909,3,0,1
846,no,telephone,8,jul,267.1096706,1,0,0
847,no,cellular,22,aug,365.5605925,4,0,1
848,yes,sending _document,19,jun,351.6720815,5,0,0
849,no,cellular,2,feb,,1,0,0
850,no,sending _document,11,jun,,2,0,0
851,no,cellular,10,jul,,1,0,0
852,no,cellular,11,feb,178.4074034,3,0,1
853,no,cellular,25,aug,,4,0,0
854,no,cellular,18,may,372.7566012,3,4,0
855,no,cellular,21,aug,222.9592969,1,0,0
856,no,cellular,18,may,243.5008939,1,0,0
857,no,cellular,29,jan,,1,0,0
858,no,cellular,29,jan,351.0407555,2,0,0
859,no,cellular,18,nov,344.3492264,1,0,0
860,no,cellular,28,jan,,1,0,0
861,no,sending _document,6,jun,291.7136549,2,0,0
862,no,cellular,2,jun,394.0570972,3,2,1
863,no,cellular,5,may,284.1461005,5,0,0
864,no,cellular,3,jun,,1,0,0
865,no,cellular,4,feb,260.0126444,1,0,0
866,no,cellular,9,jun,214.6364434,1,0,0
867,no,sending _document,18,jun,,2,0,0
868,no,cellular,6,may,425.7081694,2,3,0
869,no,cellular,8,aug,197.539467,4,0,1
870,no,telephone,13,may,,5,0,1
871,no,sending _document,26,may,412.3328494,2,0,1
872,no,sending _document,18,jun,219.2525478,5,0,1
873,yes,sending _document,21,may,,2,0,1
874,no,telephone,1,apr,279.1611206,3,1,1
875,no,cellular,22,jun,,1,0,0
876,no,sending _document,16,jun,,2,0,0
877,no,sending _document,17,jun,,8,0,0
878,no,sending _document,6,may,402.6579136,2,0,1
879,no,cellular,20,nov,275.6676206,1,0,0
880,no,cellular,15,may,226.6610295,1,5,0
881,no,sending _document,23,may,217.0907249,3,0,0
882,no,cellular,17,apr,,1,3,0
883,no,cellular,17,apr,320.1827665,1,0,0
884,yes,cellular,18,aug,435.5135764,7,0,1
885,no,sending _document,14,may,,3,0,1
886,no,cellular,15,may,308.1460839,5,0,0
887,no,cellular,7,may,254.046813,4,0,0
888,yes,cellular,7,may,386.5869708,2,0,0
889,no,cellular,4,jun,162.9764348,2,3,0
890,no,cellular,11,aug,,4,0,0
891,no,cellular,24,jul,327.198018,1,0,0
892,yes,cellular,17,jul,284.7184573,1,0,0
893,no,cellular,21,jul,,5,0,0
894,no,sending _document,13,may,301.6887753,1,0,0
895,yes,sending _document,6,may,486.8675676,1,0,1
896,no,cellular,15,may,327.019438,5,7,0
897,yes,cellular,12,may,444.0704033,1,0,0
898,no,sending _document,4,jun,295.5494248,2,0,0
899,no,cellular,13,may,378.4679175,1,1,0
900,no,cellular,31,jul,280.8057396,23,0,1
901,no,cellular,20,apr,274.9748087,2,3,0
902,no,sending _document,4,jun,330.494341,1,0,0
903,no,cellular,6,may,361.4328523,1,0,0
904,no,cellular,19,nov,,1,0,0
905,yes,cellular,25,may,248.3297236,1,0,0
906,yes,sending _document,14,may,563.4409583,1,0,1
907,no,cellular,30,jul,300.6416783,2,0,0
908,no,cellular,26,aug,298.878658,16,0,0
909,no,cellular,19,aug,233.9902277,2,0,0
910,no,cellular,6,aug,255.8860842,2,0,0
911,no,cellular,21,nov,307.7132933,3,0,0
912,no,cellular,5,feb,,1,0,0
913,no,sending _document,3,jul,343.4499149,4,0,1
914,no,cellular,20,nov,320.020496,7,1,0
915,no,cellular,26,aug,226.0927981,4,0,0
916,no,sending _document,12,may,304.9143208,4,0,0
917,no,cellular,15,jul,265.9019951,4,0,0
918,no,cellular,25,aug,260.4527991,4,0,1
919,no,telephone,28,jan,,1,0,0
920,yes,cellular,4,feb,421.9645419,2,0,0
921,no,cellular,2,apr,407.9037518,2,3,0
922,no,cellular,18,nov,274.2497057,2,0,0
923,no,cellular,1,sep,,1,0,0
924,no,cellular,4,aug,244.8489561,1,0,0
925,no,cellular,17,jul,290.5203846,1,0,0
926,yes,sending _document,19,jun,373.2627005,10,0,0
927,no,telephone,22,jun,280.1089392,1,2,0
928,no,sending _document,29,may,391.8348409,3,0,0
929,no,cellular,8,aug,,2,0,0
930,no,cellular,21,jul,233.4564295,1,0,0
931,no,sending _document,21,may,292.2590836,1,0,0
932,no,sending _document,19,jun,,1,0,1
933,no,cellular,17,nov,,2,0,0
934,no,cellular,11,may,253.6013157,1,0,0
935,no,sending _document,11,jun,,3,0,0
936,no,cellular,14,jul,,2,0,1
937,no,sending _document,17,jun,,2,0,0
938,no,sending _document,30,may,220.4238102,2,0,0
939,no,cellular,6,aug,,2,0,0
940,no,cellular,25,jul,,4,0,0
941,no,cellular,18,aug,,2,0,0
942,no,cellular,25,jul,186.6638837,4,0,1
943,no,telephone,6,may,352.8056882,1,2,1
944,no,sending _document,28,may,286.1039144,2,0,0
945,no,sending _document,19,may,257.4664172,1,0,1
946,no,sending _document,15,may,331.3656976,1,0,1
947,no,cellular,16,jul,133.9399796,1,0,0
948,no,sending _document,12,jun,216.3650041,2,0,0
949,no,cellular,23,feb,271.637679,1,5,1
950,no,cellular,27,aug,329.335775,2,1,1
951,no,sending _document,20,jun,243.933892,2,0,0
952,no,sending _document,17,jun,292.9270759,1,0,1
953,yes,sending _document,3,jun,423.1130571,2,0,1
954,no,cellular,18,may,357.1068343,6,1,1
955,no,cellular,28,jul,349.5300618,6,0,0
956,no,cellular,7,apr,427.4032699,1,0,1
957,no,cellular,21,nov,408.5834941,1,0,1
958,no,cellular,8,may,248.1553716,5,0,0
959,no,cellular,13,aug,253.7214283,1,0,0
960,yes,cellular,3,feb,282.6439393,4,1,1
961,no,sending _document,23,may,447.8658465,1,0,1
962,no,telephone,12,may,423.2826271,6,1,1
963,yes,cellular,16,jul,303.9536248,8,0,0
964,no,cellular,28,jan,,1,0,0
965,no,sending _document,12,may,,1,0,1
966,no,cellular,29,aug,,5,0,0
967,no,sending _document,30,may,305.8633917,1,0,0
968,no,cellular,7,may,356.2662029,1,1,1
969,no,cellular,17,apr,398.2575354,1,0,1
970,no,cellular,17,apr,232.4931677,1,0,0
971,no,sending _document,19,jun,,2,0,0
972,yes,cellular,7,jul,235.4485848,2,0,0
973,no,sending _document,14,may,440.600998,2,0,1
974,no,cellular,28,apr,430.6961307,2,0,0
975,no,sending _document,6,may,407.1561134,1,0,1
976,no,sending _document,2,jun,304.759439,1,0,0
977,yes,cellular,18,nov,,1,0,0
978,no,cellular,7,jul,211.8023472,3,0,1
979,no,sending _document,26,may,252.8321763,2,0,0
980,no,cellular,18,oct,272.7888179,5,0,0
981,no,sending _document,21,may,,1,0,0
982,no,cellular,4,aug,,2,0,0
983,no,cellular,13,aug,,2,0,0
984,no,cellular,20,aug,,2,0,0
985,no,cellular,29,apr,184.1533524,4,0,1
986,no,sending _document,19,jun,247.1524644,1,0,0
987,no,cellular,17,jul,250.8903327,1,0,0
988,no,telephone,26,oct,338.0372036,1,0,1
989,no,cellular,7,jul,423.8528406,3,0,1
990,no,cellular,4,feb,174.7432716,2,0,1
991,no,cellular,4,jun,,1,0,0
992,yes,cellular,7,jul,353.4904386,2,0,0
993,no,cellular,13,may,335.7644453,1,4,1
994,no,sending _document,3,jun,179.8515387,3,0,0
995,no,cellular,17,may,,3,1,0
996,yes,sending _document,26,jun,247.0864419,3,0,1
997,no,cellular,31,jul,,2,0,0
998,no,sending _document,6,may,294.2752769,2,0,0
999,yes,sending _document,18,jun,297.2678439,14,0,0
1000,no,cellular,25,aug,326.0617029,3,2,0
1001,no,cellular,24,jul,254.9055885,1,0,0
1002,no,sending _document,6,may,383.6827065,1,0,0
1003,no,cellular,31,jul,321.1971637,39,0,1
1004,no,sending _document,6,may,344.8548009,2,0,1
1005,no,cellular,25,aug,,6,0,0
1006,no,cellular,4,feb,,4,0,0
1007,no,cellular,14,apr,,2,0,0
1008,yes,cellular,2,feb,275.2781897,1,0,0
1009,no,sending _document,27,may,325.0812299,1,0,0
1010,no,sending _document,27,may,267.9475923,3,0,0
1011,yes,cellular,17,nov,356.0326032,1,0,1
1012,no,sending _document,27,may,269.892768,1,0,0
1013,yes,cellular,15,may,446.7399885,9,0,0
1014,yes,sending _document,4,jul,396.212282,2,0,0
1015,yes,cellular,31,jul,342.07946,5,0,0
1016,no,sending _document,8,may,321.1192686,2,0,0
1017,no,cellular,20,nov,341.5782753,2,0,0
1018,no,cellular,17,jul,326.2760514,4,0,0
1019,no,sending _document,14,may,,1,0,0
1020,no,telephone,5,feb,347.1447705,1,2,0
1021,no,cellular,12,mar,244.0881913,1,0,0
1022,yes,cellular,28,jan,327.4220255,1,2,0
1023,no,cellular,6,may,327.6735281,1,0,0
1024,no,sending _document,6,may,408.3634711,1,0,0
1025,no,sending _document,30,may,,7,0,1
1026,no,cellular,25,aug,,6,0,1
1027,yes,sending _document,30,may,332.4282572,2,0,1
1028,no,cellular,1,sep,350.5486293,2,3,1
1029,no,sending _document,20,jun,189.8239365,2,0,0
1030,no,cellular,21,nov,,2,0,0
1031,no,cellular,16,jul,421.337314,4,0,1
1032,no,sending _document,28,may,224.6606551,1,0,0
1033,no,cellular,23,feb,428.4407753,1,1,1
1034,no,telephone,16,dec,359.8055688,1,0,1
1035,yes,cellular,7,jul,316.7953409,1,0,0
1036,no,telephone,21,aug,306.498583,13,0,1
1037,no,cellular,7,jul,,14,0,0
1038,no,cellular,18,nov,311.4231351,2,6,0
1039,no,cellular,27,aug,,4,0,0
1040,no,sending _document,20,jun,,1,0,0
1041,no,sending _document,29,may,312.9594767,3,0,0
1042,yes,cellular,29,jul,254.7527234,3,0,0
1043,no,sending _document,7,may,347.298673,1,0,0
1044,no,sending _document,14,may,196.2886141,5,0,0
1045,no,cellular,20,nov,323.4932829,3,0,0
1046,no,cellular,2,jul,,1,1,0
1047,no,sending _document,23,may,294.1375871,3,0,1
1048,no,cellular,31,jul,398.8540418,2,0,1
1049,no,cellular,28,aug,317.9157724,12,0,1
1050,yes,cellular,18,nov,408.3502527,2,7,0
1051,no,cellular,14,may,260.2816859,1,4,0
1052,no,sending _document,21,may,299.8758429,3,0,1
1053,no,sending _document,28,may,335.4083104,2,0,0
1054,no,cellular,21,nov,,2,0,0
1055,no,cellular,18,aug,,6,0,0
1056,no,sending _document,23,may,246.6865102,2,0,0
1057,no,cellular,12,aug,418.5077393,2,0,0
1058,yes,sending _document,9,may,,1,0,1
1059,no,sending _document,8,may,,1,0,1
1060,no,cellular,20,apr,,5,0,1
1061,no,cellular,18,nov,312.5793606,1,0,0
1062,no,cellular,20,apr,306.5850663,3,0,1
1063,no,sending _document,18,jun,222.7290312,3,0,0
1064,no,cellular,10,feb,327.5145719,1,1,1
1065,no,cellular,3,feb,302.3761884,6,4,0
1066,no,sending _document,7,may,380.2937601,2,0,1
1067,no,sending _document,29,may,332.8560966,2,0,0
1068,no,cellular,12,may,277.7021688,4,0,0
1069,no,cellular,15,apr,356.0050546,1,4,0
1070,no,cellular,28,aug,351.3047099,7,0,1
1071,no,cellular,21,oct,,3,0,0
1072,no,cellular,10,aug,159.9732017,1,2,1
1073,no,sending _document,21,may,305.8275671,3,0,0
1074,no,cellular,17,apr,243.5589812,2,0,0
1075,no,cellular,18,nov,266.6748538,2,4,0
1076,no,cellular,26,aug,254.4274999,4,0,0
1077,no,cellular,13,aug,347.9459241,1,8,1
1078,no,cellular,20,nov,461.4691323,1,2,1
1079,no,cellular,2,jun,181.7687165,4,0,1
1080,no,cellular,12,aug,297.7726748,2,0,0
1081,no,sending _document,6,jun,251.8449831,2,0,1
1082,no,telephone,14,jul,187.2687256,3,0,1
